Date,SPI3,SPI6
11/1/1935,0.77,1.13
12/1/1935,0.87,0.85
1/1/1936,-0.36,1.11
2/1/1936,1.1,0.86
3/1/1936,1.2,0.99
4/1/1936,0.96,0.11
5/1/1936,0.6,0.89
6/1/1936,-0.69,-0.41
7/1/1936,-1.62,-1.27
8/1/1936,-2.39,-1.96
9/1/1936,-1.54,-1.73
10/1/1936,-1.38,-2.08
11/1/1936,0.01,-1.57
12/1/1936,0.27,-1.22
1/1/1937,1.54,-0.67
2/1/1937,-0.12,-0.07
3/1/1937,0.77,0.32
4/1/1937,1.74,2.08
5/1/1937,0.66,0.45
6/1/1937,-0.85,-0.73
7/1/1937,-0.07,0.4
8/1/1937,-0.59,-0.4
9/1/1937,-0.55,-0.91
10/1/1937,-0.87,-0.78
11/1/1937,-0.35,-0.79
12/1/1937,0.45,-0.31
1/1/1938,-0.17,-1.07
2/1/1938,0.97,-0.28
3/1/1938,0.39,0.43
4/1/1938,0.5,-0.1
5/1/1938,0.4,0.64
6/1/1938,1.67,1.7
7/1/1938,2.37,2.35
8/1/1938,2.38,2.32
9/1/1938,1.69,2.17
10/1/1938,0.49,1.75
11/1/1938,-0.17,1.63
12/1/1938,-0.85,1.11
1/1/1939,-1.59,0.22
2/1/1939,-0.88,-0.3
3/1/1939,-0.65,-1.05
4/1/1939,-0.67,-1.66
5/1/1939,-1.5,-1.91
6/1/1939,-1.1,-1.33
7/1/1939,-0.93,-1.09
8/1/1939,-0.79,-1.14
9/1/1939,-1.18,-1.59
10/1/1939,-1.38,-1.69
11/1/1939,-1.23,-1.58
12/1/1939,-0.77,-1.52
1/1/1940,-0.09,-1.57
2/1/1940,-0.71,-1.41
3/1/1940,-1.41,-1.01
4/1/1940,0.69,0.08
5/1/1940,0.72,0.43
6/1/1940,0.78,0.61
7/1/1940,-0.1,0.01
8/1/1940,0.56,0.68
9/1/1940,-0.31,0.03
10/1/1940,-0.01,-0.13
11/1/1940,-0.73,-0.19
12/1/1940,0.14,-0.31
1/1/1941,0.76,0.11
2/1/1941,1.43,-0.52
3/1/1941,1.5,0.38
4/1/1941,-0.15,0.47
5/1/1941,-1.66,-0.28
6/1/1941,-2.43,-1.71
7/1/1941,-2.09,-2.1
8/1/1941,-1.39,-1.76
9/1/1941,0.31,-0.53
10/1/1941,0.3,-0.79
11/1/1941,0.23,-0.8
12/1/1941,-1.66,-0.39
1/1/1942,-2.07,0
2/1/1942,-0.54,0.13
3/1/1942,-0.73,-1.88
4/1/1942,0.24,-0.88
5/1/1942,-0.48,-0.79
6/1/1942,0.31,0.15
7/1/1942,-0.33,-0.33
8/1/1942,0.13,-0.05
9/1/1942,-1.04,-0.81
10/1/1942,-1.37,-1.3
11/1/1942,-2.27,-1.38
12/1/1942,-1.31,-1.59
1/1/1943,0.24,-1.43
2/1/1943,1.19,-2
3/1/1943,-0.12,-1.4
4/1/1943,-0.71,-0.31
5/1/1943,0.22,0.63
6/1/1943,1.1,1.04
7/1/1943,0.44,0.27
8/1/1943,-0.19,-0.18
9/1/1943,0.14,0.57
10/1/1943,1.34,1.29
11/1/1943,1.56,1.13
12/1/1943,1.27,0.8
1/1/1944,-0.97,1.15
2/1/1944,0.17,1.55
3/1/1944,1.45,1.44
4/1/1944,0.65,-0.38
5/1/1944,-0.14,-0.23
6/1/1944,-1.15,-0.7
7/1/1944,0,0.09
8/1/1944,-0.55,-0.62
9/1/1944,-0.75,-1.21
10/1/1944,-0.75,-0.65
11/1/1944,-0.23,-0.67
12/1/1944,0.43,-0.49
1/1/1945,-0.36,-0.99
2/1/1945,-0.75,-0.36
3/1/1945,-0.99,0.28
4/1/1945,-0.14,-0.65
5/1/1945,-0.89,-1.25
6/1/1945,-0.91,-1.16
7/1/1945,-0.84,-0.91
8/1/1945,-0.27,-0.52
9/1/1945,-0.51,-0.9
10/1/1945,-0.52,-0.95
11/1/1945,-0.84,-0.91
12/1/1945,-0.4,-0.76
1/1/1946,-0.32,-0.74
2/1/1946,0.33,-0.9
3/1/1946,0.1,-0.47
4/1/1946,0.9,0.09
5/1/1946,0.94,0.85
6/1/1946,1.17,1.14
7/1/1946,0.59,0.72
8/1/1946,0.18,0.41
9/1/1946,-0.14,0.37
10/1/1946,-0.42,-0.04
11/1/1946,-0.03,0.01
12/1/1946,-0.05,-0.27
1/1/1947,1.26,-0.03
2/1/1947,1.47,0.16
3/1/1947,1.75,0.3
4/1/1947,0.62,1.31
5/1/1947,0.25,0.84
6/1/1947,-0.02,0.45
7/1/1947,-0.11,-0.02
8/1/1947,0.98,0.94
9/1/1947,0.95,0.8
10/1/1947,0.52,0.31
11/1/1947,-0.63,0.22
12/1/1947,-1.23,0.31
1/1/1948,0.08,0.43
2/1/1948,0.81,-0.59
3/1/1948,0.62,-1.09
4/1/1948,0.1,-0.13
5/1/1948,-0.62,-0.27
6/1/1948,0.3,0.35
7/1/1948,0.68,0.62
8/1/1948,1.18,0.95
9/1/1948,0.67,0.67
10/1/1948,0.05,0.36
11/1/1948,-0.07,0.73
12/1/1948,0.1,0.51
1/1/1949,0.93,0.25
2/1/1949,-0.73,-0.2
3/1/1949,-0.66,-0.05
4/1/1949,-1.15,0.45
5/1/1949,1.34,1.06
6/1/1949,1.31,1.21
7/1/1949,1.14,0.94
8/1/1949,-0.02,0.38
9/1/1949,1.41,1.77
10/1/1949,1.14,1.48
11/1/1949,1.39,1.07
12/1/1949,-0.57,0.92
1/1/1950,-0.64,0.96
2/1/1950,-0.45,1.34
3/1/1950,0.1,-0.64
4/1/1950,-0.43,-1.04
5/1/1950,-0.61,-0.9
6/1/1950,-1.16,-1.24
7/1/1950,-1.4,-1.5
8/1/1950,-1.34,-1.5
9/1/1950,0.38,-0.13
10/1/1950,0.89,0.05
11/1/1950,0.99,-0.05
12/1/1950,-0.01,0.21
1/1/1951,-1.1,0.66
2/1/1951,-0.39,0.92
3/1/1951,-0.48,-0.15
4/1/1951,-0.68,-1.5
5/1/1951,-0.28,-0.56
6/1/1951,0.53,0.4
7/1/1951,1.28,1.11
8/1/1951,0.72,0.56
9/1/1951,-0.36,-0.13
10/1/1951,-0.76,0.18
11/1/1951,-0.57,0.04
12/1/1951,0.29,-0.26
1/1/1952,-1.81,-1.12
2/1/1952,0.08,-0.65
3/1/1952,-0.01,0.21
4/1/1952,0.01,-1.08
5/1/1952,1.49,1.33
6/1/1952,0.84,0.78
7/1/1952,0.55,0.48
8/1/1952,-0.93,-0.31
9/1/1952,-1.05,-0.53
10/1/1952,-1.04,-0.49
11/1/1952,-0.56,-1.19
12/1/1952,-0.37,-1.22
1/1/1953,-1.5,-1.41
2/1/1953,-0.79,-0.71
3/1/1953,-1.65,-0.58
4/1/1953,0.71,-0.43
5/1/1953,-0.35,-0.7
6/1/1953,0.6,0.42
7/1/1953,1.42,1.46
8/1/1953,1.1,0.92
9/1/1953,1.26,1.33
10/1/1953,0.86,1.42
11/1/1953,1.02,1.47
12/1/1953,0.6,1.29
1/1/1954,-1.93,0.6
2/1/1954,-1.21,0.94
3/1/1954,0.83,0.65
4/1/1954,0.76,-0.41
5/1/1954,0.42,0.08
6/1/1954,1.44,1.55
7/1/1954,2.19,2.22
8/1/1954,1.67,1.64
9/1/1954,1.36,1.78
10/1/1954,-0.07,1.25
11/1/1954,0.03,1.18
12/1/1954,-1.03,0.75
1/1/1955,0.08,-0.18
2/1/1955,1.02,0.11
3/1/1955,-0.12,-1.14
4/1/1955,-0.83,-0.54
5/1/1955,0.52,0.77
6/1/1955,0.94,0.87
7/1/1955,1.27,1.08
8/1/1955,2.03,2.01
9/1/1955,1.63,1.81
10/1/1955,1.16,1.57
11/1/1955,-0.1,1.38
12/1/1955,-0.36,1.2
1/1/1956,-0.69,0.98
2/1/1956,-1.38,-0.24
3/1/1956,-1.64,-0.57
4/1/1956,-1.25,-1.55
5/1/1956,2.03,1.76
6/1/1956,1.07,0.92
7/1/1956,2.17,1.96
8/1/1956,1.07,1.62
9/1/1956,1.17,1.45
10/1/1956,0.46,1.59
11/1/1956,0.93,1.38
12/1/1956,1.23,1.58
1/1/1957,1.24,0.78
2/1/1957,-0.65,0.86
3/1/1957,0.36,1.22
4/1/1957,1.59,1.71
5/1/1957,1.48,1.21
6/1/1957,0.58,0.58
7/1/1957,0.2,0.58
8/1/1957,0.69,1.07
9/1/1957,0.2,0.38
10/1/1957,0.64,0.56
11/1/1957,-0.07,0.35
12/1/1957,0.74,0.48
1/1/1958,-0.91,0.41
2/1/1958,-1.41,-0.21
3/1/1958,0.7,0.77
4/1/1958,1,-0.07
5/1/1958,0.94,0.62
6/1/1958,-1.03,-0.94
7/1/1958,-0.75,-0.49
8/1/1958,0.32,0.53
9/1/1958,-0.05,-0.51
10/1/1958,0.07,-0.41
11/1/1958,-0.87,-0.47
12/1/1958,0.32,0.02
1/1/1959,0.16,-0.02
2/1/1959,-1.11,-1.04
3/1/1959,-1.41,0.16
4/1/1959,0.12,-0.05
5/1/1959,-0.25,-0.63
6/1/1959,0.38,0.19
7/1/1959,0.36,0.31
8/1/1959,0.75,0.6
9/1/1959,0.59,0.63
10/1/1959,0.93,0.89
11/1/1959,0.68,0.96
12/1/1959,0.8,0.84
1/1/1960,0,0.83
2/1/1960,-1.2,0.59
3/1/1960,-0.05,0.74
4/1/1960,-0.19,-0.36
5/1/1960,1.07,0.76
6/1/1960,0.2,0.11
7/1/1960,-0.16,-0.25
8/1/1960,-1.59,-1.07
9/1/1960,0.25,0.25
10/1/1960,0.16,-0.02
11/1/1960,0.96,-0.2
12/1/1960,-0.34,-0.05
1/1/1961,0.48,0.18
2/1/1961,-1.41,0.88
3/1/1961,-1.43,-0.55
4/1/1961,0.16,0.29
5/1/1961,1.96,1.69
6/1/1961,1.97,1.88
7/1/1961,1.87,1.8
8/1/1961,0.81,1.37
9/1/1961,-0.88,0.27
10/1/1961,-0.09,1.02
11/1/1961,0.08,0.55
12/1/1961,1.49,0.24
1/1/1962,0.09,-0.2
2/1/1962,-0.07,0
3/1/1962,-0.04,1.45
4/1/1962,1.24,0.56
5/1/1962,1.63,1.45
6/1/1962,0.95,0.89
7/1/1962,0.44,0.67
8/1/1962,0.68,1.12
9/1/1962,1.21,1.43
10/1/1962,1.03,1.02
11/1/1962,0.66,0.9
12/1/1962,0.4,1.14
1/1/1963,0.98,1.22
2/1/1963,1.45,0.83
3/1/1963,0.97,0.48
4/1/1963,1.11,1.23
5/1/1963,0.47,0.99
6/1/1963,1.33,1.48
7/1/1963,0.73,0.91
8/1/1963,1.61,1.59
9/1/1963,0.04,0.61
10/1/1963,0.38,0.65
11/1/1963,-0.99,0.54
12/1/1963,0.16,0.01
1/1/1964,-2.01,0.1
2/1/1964,-0.17,-1.11
3/1/1964,0.51,0.16
4/1/1964,0.37,-0.76
5/1/1964,-0.76,-0.95
6/1/1964,-0.94,-0.91
7/1/1964,0.15,0.16
8/1/1964,0.29,0.05
9/1/1964,1.46,0.99
10/1/1964,0.79,0.66
11/1/1964,0.82,0.76
12/1/1964,-0.63,0.95
1/1/1965,-0.11,0.66
2/1/1965,-0.26,0.76
3/1/1965,-1.21,-0.85
4/1/1965,-0.62,-0.68
5/1/1965,-1.59,-1.75
6/1/1965,-0.96,-1.22
7/1/1965,-0.26,-0.42
8/1/1965,0.16,-0.2
9/1/1965,-0.39,-0.81
10/1/1965,-1.35,-1.24
11/1/1965,-1.94,-1.21
12/1/1965,-1.27,-0.97
1/1/1966,0.39,-1.35
2/1/1966,1.19,-1.72
3/1/1966,0.02,-1.33
4/1/1966,-0.09,0.08
5/1/1966,1.09,1.36
6/1/1966,0.3,0.23
7/1/1966,0.45,0.37
8/1/1966,-0.01,0.29
9/1/1966,0.49,0.5
10/1/1966,-0.2,0.04
11/1/1966,0.34,0.16
12/1/1966,0.15,0.38
1/1/1967,1.43,0.28
2/1/1967,0.52,0.34
3/1/1967,0.1,0.08
4/1/1967,-0.64,1.17
5/1/1967,-0.16,-0.08
6/1/1967,-0.67,-0.75
7/1/1967,1.07,0.9
8/1/1967,0.5,0.38
9/1/1967,0.53,0.17
10/1/1967,-0.83,-0.01
11/1/1967,-0.65,-0.18
12/1/1967,-0.22,0.25
1/1/1968,0.47,-0.81
2/1/1968,2.32,-0.12
3/1/1968,2.09,0.29
4/1/1968,1.44,0.97
5/1/1968,-0.42,1.13
6/1/1968,-1.11,-0.3
7/1/1968,-0.61,-0.2
8/1/1968,-1.21,-1.33
9/1/1968,-0.21,-0.69
10/1/1968,-0.13,-0.51
11/1/1968,0.58,-0.37
12/1/1968,0.18,-0.2
1/1/1969,0.11,-0.23
2/1/1969,-1.16,0.48
3/1/1969,-1.16,0.02
4/1/1969,-0.98,-0.56
5/1/1969,-1.21,-1.64
6/1/1969,-0.57,-0.81
7/1/1969,-0.02,-0.22
8/1/1969,0.08,-0.23
9/1/1969,0.41,0.1
10/1/1969,0.02,-0.07
11/1/1969,0.13,0.06
12/1/1969,-0.35,0.09
1/1/1970,0.19,-0.06
2/1/1970,-0.72,0.02
3/1/1970,-1.18,-0.56
4/1/1970,0.34,0.09
5/1/1970,0.49,0.18
6/1/1970,0.52,0.35
7/1/1970,0.23,0.24
8/1/1970,1.17,1.18
9/1/1970,1.31,1.34
10/1/1970,1.04,0.92
11/1/1970,-0.01,0.76
12/1/1970,-0.99,0.71
1/1/1971,-2.07,0.8
2/1/1971,-1.41,-0.14
3/1/1971,-1.65,-1.25
4/1/1971,-1.45,-2.45
5/1/1971,0.23,-0.12
6/1/1971,-0.79,-1.05
7/1/1971,-2.02,-2.27
8/1/1971,-1.17,-1.07
9/1/1971,-0.4,-0.75
10/1/1971,0.84,-0.22
11/1/1971,0.38,-0.54
12/1/1971,0.42,-0.21
1/1/1972,-2.07,0.59
2/1/1972,-0.43,0.29
3/1/1972,-0.58,0.29
4/1/1972,-0.56,-1.62
5/1/1972,-1,-1.28
6/1/1972,-1.45,-1.69
7/1/1972,-2.55,-2.64
8/1/1972,-2.85,-3.04
9/1/1972,-2.51,-2.93
10/1/1972,-1.96,-3.06
11/1/1972,-0.95,-2.76
12/1/1972,-0.58,-2.57
1/1/1973,0.58,-1.83
2/1/1973,-0.79,-1.12
3/1/1973,-1.4,-0.8
4/1/1973,-1.79,-0.1
5/1/1973,-1.88,-2.27
6/1/1973,-0.56,-0.81
7/1/1973,-0.33,-0.58
8/1/1973,0.98,0.6
9/1/1973,0.52,0.2
10/1/1973,1.4,0.98
11/1/1973,0.51,0.99
12/1/1973,1.16,1.01
1/1/1974,-1.52,1.19
